MARN,Full_name,Experience_years,Charge,Visa type,Booking preference,Location,Success rate,Language,Employment Type,Google rating,Availability
1281909,Kate McKenzie Jackson,13,500+ AUD,885,Both,NSW,>81%,Dutch,Organized,4.7,1 month
1683994,Kate Louise White,9,500+ AUD,890,Online,TAS,< 30%,Khmer,Organized,3.9,4- 6 month
5454,Katherine Su Nie,25,201 – 500 AUD,838,Inperson,ACT, 51 %- 80 %,Romanian,Organized,2.6,1 month
1577682,Katherine  Gaspar Rivera,10,201 – 500 AUD,200,Both,QLD,>81%,Bahasa - Malaysian,Organized,2.8,1 month
1577860,Kathia Rosa Toledo Salcedo,10,0 ~ 100 AUD,801,Online,NSW,31%-50%,Burmese,Independent,4.0,2 - 3 month
1913680,Kathleen Hyland-Egan,6,0 ~ 100 AUD,461,Inperson,SA,< 30%,Chinese - Min,Organized,4.7,1 month
9685298,Kathleen Chapman Ingleton,29,500+ AUD,838,Online,SA, 51 %- 80 %,Tamil,Independent,3.1,4- 6 month
9902598,Kathleen Anne McCombie,26,0 ~ 100 AUD,494,Online,SA,>81%,Ilokano,Independent,4.2,2 - 3 month
2217795,Kathleen Ann Si'ulua,3,500+ AUD,173,Online,WA,31%-50%,Montenegrin,Organized,3.5,Immediately
429601,Kathryn Anne Cullen,21,500+ AUD,570,Both,ACT,< 30%,Chinese - Fukienese,Independent,3.4,4- 6 month
637567,Kathryn Winifred Joan Bateman,19,500+ AUD,010,Inperson,NSW,>81%,Japanese,Independent,4.9,4- 6 month
853030,Kathryn Ana Haberley Teede Nicholson,17,201 – 500 AUD,420,Both,WA,>81%,Montenegrin,Organized,4.6,4- 6 month
9803583,Kathryn L Johnson,27,0 ~ 100 AUD,857,Online,VIC,31%-50%,Magyar,Independent,4.8,Immediately
1680413,Kathryn Bates,9,500+ AUD,476,Inperson,NSW, 51 %- 80 %,Chinese - Min,Independent,3.2,2 - 3 month
958014,Kathy Xiao Liu,16,101– 200 AUD,651,Both,WA,< 30%,Filipino,Independent,4.9,2 - 3 month
1803354,Katie Janelle Shalders,7,0 ~ 100 AUD,456,Both,SA, 51 %- 80 %,Vietnamese,Organized,2.5,2 - 3 month
1789733,Katie Km Lee,8,201 – 500 AUD,176,Both,NT,31%-50%,Bosnian,Independent,2.7,Immediately
317375,Katrin Viivi Wilkinson,22,500+ AUD,570,Inperson,NSW,< 30%,Montenegrin,Independent,4.7,1 month
1805950,Katrina Isabel Suzara Guab,7,101– 200 AUD,115,Online,SA, 51 %- 80 %,Russian,Independent,4.4,1 month
848480,Kaushal Uttam Jhaveri,17,201 – 500 AUD,457,Inperson,QLD, 51 %- 80 %,Portuguese,Organized,2.5,1 month
1791453,Kaushang Shah,8,201 – 500 AUD,580,Online,SA,>81%,Bahasa - Malaysian,Independent,4.2,Immediately
2016368,Kaveri Babu Jayasree,5,201 – 500 AUD,405,Both,ACT,>81%,Lithuanian,Organized,4.7,1 month
962474,Kawsar Ali Khan,16,201 – 500 AUD,101,Online,TAS, 51 %- 80 %,Bengali,Independent,2.8,2 - 3 month
1461185,Kay Hui Ye,11,101– 200 AUD,846,Online,TAS,>81%,Burmese,Organized,3.6,2 - 3 month
641338,Kazi Abu Hena Shahid Ahsan,19,500+ AUD,845,Online,VIC, 51 %- 80 %,Serbian,Organized,4.6,4- 6 month
960443,Ke Lu,16,0 ~ 100 AUD,423,Both,QLD,< 30%,Gujarati,Organized,4.7,Immediately
2217894,Kee Yun Ting,3,101– 200 AUD,165,Online,NSW,31%-50%,Russian,Organized,4.5,2 - 3 month
2318109,Keith Antony Robert Birch,2,101– 200 AUD,771,Online,NSW,< 30%,Nepali,Independent,3.2,2 - 3 month
1173628,Keith Wai King Tan,14,201 – 500 AUD,417,Inperson,TAS,< 30%,English,Organized,3.5,2 - 3 month
1801018,Kelly Tran,7,500+ AUD,402,Inperson,VIC,< 30%,Hungarian,Organized,2.5,2 - 3 month
637101,Kelly Anne Carpenter,19,201 – 500 AUD,675,Online,WA,< 30%,Danish,Independent,2.5,1 month
1386534,Kelly Leeds,12,500+ AUD,857,Online,QLD,< 30%,Portuguese,Organized,2.7,1 month
1386565,Kelly Lloyd,12,101– 200 AUD,423,Inperson,NSW, 51 %- 80 %,Persian,Independent,3.6,4- 6 month
602159,Kelvin Mateer,19,0 ~ 100 AUD,405,Online,NSW,< 30%,Ilokano,Organized,2.8,2 - 3 month
1067385,Kelwin Goh,15,101– 200 AUD,866,Inperson,WA,>81%,Syriac,Organized,3.9,1 month
1463685,Kenan Bircan,11,101– 200 AUD,050,Inperson,NSW, 51 %- 80 %,Albanian,Independent,3.7,4- 6 month
215276,Kenneth Kheng Huin Gee,23,201 – 500 AUD,102,Inperson,ACT,>81%,German,Organized,4.9,4- 6 month
601743,Kenneth James Buckingham,19,0 ~ 100 AUD,417,Both,NSW,>81%,Romanian,Independent,4.6,4- 6 month
9250302,Kenneth Hyong Kang,33,201 – 500 AUD,120,Online,NT,>81%,German,Independent,4.4,2 - 3 month
9252648,Kenneth Wing Kay Chan,33,201 – 500 AUD,400,Inperson,SA,< 30%,Macedonian,Independent,3.9,2 - 3 month
1569582,Kenneth Tat Kei Yau,10,500+ AUD,988,Inperson,TAS,31%-50%,Punjabi,Organized,2.6,4- 6 month
1800739,Kenta Matsukubo,7,0 ~ 100 AUD,836,Online,SA,31%-50%,Chinese - Min,Independent,3.9,4- 6 month
1383262,Kerri Anne Viragh,12,500+ AUD,886,Online,TAS,31%-50%,Hebrew,Organized,3.7,2 - 3 month
1576536,Keshab Chapagain,10,201 – 500 AUD,836,Both,ACT,>81%,Laotian,Organized,4.3,2 - 3 month
2217962,Keshao Yin,3,0 ~ 100 AUD,051,Inperson,NSW,< 30%,Urdu,Organized,4.3,1 month
2217769,Keshav Raj Kadel,3,0 ~ 100 AUD,151,Both,VIC, 51 %- 80 %,Montenegrin,Independent,4.2,2 - 3 month
321153,Ketan Vallabhbhai Patel,22,201 – 500 AUD,201,Online,NSW,>81%,Romanian,Independent,3.3,Immediately
1803347,Kevin White,7,101– 200 AUD,405,Both,ACT,>81%,Pidgin,Independent,4.6,Immediately
1808335,Kevin Manh Nguyen,7,101– 200 AUD,884,Both,QLD,31%-50%,Norwegian,Independent,3.7,Immediately
6202,Kevin Chen,25,500+ AUD,891,Online,VIC,31%-50%,Spanish,Organized,3.3,Immediately
107748,Kevin Tze Chin Koh,24,101– 200 AUD,574,Online,SA,>81%,Amharic,Organized,3.4,1 month
9900769,Kevin Chen,26,101– 200 AUD,417,Both,NSW,< 30%,Montenegrin,Independent,3.4,1 month
1171971,Kewei Yu,14,500+ AUD,456,Inperson,WA,31%-50%,Bahasa - Malaysian,Organized,2.9,4- 6 month
964063,Khaled Mohamad Osman,16,201 – 500 AUD,200,Both,VIC,31%-50%,Macedonian,Independent,2.7,4- 6 month
2217984,Khaled Ali,3,101– 200 AUD,808,Inperson,ACT,>81%,Czech,Independent,2.9,2 - 3 month
1468159,Khaluf Alsalim,11,201 – 500 AUD,856,Online,NSW,< 30%,Romanian,Independent,4.8,4- 6 month
1571719,Khanh Huynh,10,201 – 500 AUD,942,Inperson,WA,>81%,Khmer,Organized,4.0,Immediately
1808520,Khaza Mohammad Ali,7,101– 200 AUD,571,Inperson,WA,31%-50%,Amharic,Independent,3.2,1 month
1682064,Khema Joshi,9,500+ AUD,857,Inperson,QLD,31%-50%,Sinhalese,Organized,2.9,4- 6 month
1803885,Khurram Shahzad,7,500+ AUD,186,Both,NSW,31%-50%,Ukrainian,Organized,4.4,2 - 3 month
1572896,Khurram Shahzad,10,101– 200 AUD,590,Inperson,NT, 51 %- 80 %,Tagalog,Organized,2.6,Immediately
2217759,Khuyen Thi Mai Nguyen,3,500+ AUD,188,Online,NT, 51 %- 80 %,Danish,Independent,2.9,Immediately
1683672,Ki Young Kim,9,101– 200 AUD,119,Both,SA, 51 %- 80 %,English,Organized,3.3,4- 6 month
956045,Kieran John O'Brien,16,101– 200 AUD,804,Both,QLD, 51 %- 80 %,Magyar,Organized,4.6,1 month
1280726,Kieran Anthony Hannon,13,0 ~ 100 AUD,601,Both,WA, 51 %- 80 %,Hindi,Organized,4.7,Immediately
1798643,Kihun Byun,8,201 – 500 AUD,417,Both,TAS,>81%,Bulgarian,Independent,4.6,4- 6 month
636288,Kikuyo Usami,19,500+ AUD,771,Inperson,NT,>81%,Urdu,Organized,4.6,Immediately
209378,Kim Wan Chung,23,0 ~ 100 AUD,651,Both,NSW, 51 %- 80 %,Bulgarian,Independent,3.4,1 month
1174332,Kim Jonathan Carnaffan,14,500+ AUD,030,Inperson,QLD, 51 %- 80 %,Albanian,Independent,2.9,1 month
9905339,Kim Phuong Nguyen,26,500+ AUD,400,Online,NSW,< 30%,Persian,Independent,3.4,1 month
1067152,Kim Mooi Teh,15,101– 200 AUD,845,Both,QLD, 51 %- 80 %,Arabic,Organized,4.1,1 month
2117679,Kim Ngan Le,4,201 – 500 AUD,173,Inperson,WA, 51 %- 80 %,Marathi,Independent,4.1,2 - 3 month
1387142,Kim Seng Hor,12,101– 200 AUD,176,Both,VIC,>81%,Lithuanian,Organized,4.2,2 - 3 month
2318023,Kimberley Anne Egan,2,500+ AUD,802,Both,VIC,>81%,Indonesian,Independent,3.4,2 - 3 month
639238,King Hon,19,201 – 500 AUD,835,Inperson,NT,>81%,Ukrainian,Independent,4.2,4- 6 month
210257,King Keung Philip Lee,23,0 ~ 100 AUD,487,Online,NT,< 30%,Filipino,Independent,2.6,1 month
956576,Kinga Urban,16,201 – 500 AUD,835,Inperson,NT, 51 %- 80 %,Fijian,Independent,3.1,Immediately
1789391,King-Chung Yip,8,201 – 500 AUD,102,Inperson,WA,>81%,Czech,Independent,3.3,4- 6 month
1806037,Kiran Kumar Ramini,7,500+ AUD,423,Both,TAS,>81%,Bosnian,Organized,4.1,Immediately
1678820,Kiran Amratlal Haribhai,9,0 ~ 100 AUD,155,Inperson,NT,< 30%,Persian,Independent,3.4,Immediately
1795340,Kiran Kandel,8,0 ~ 100 AUD,151,Inperson,QLD,>81%,Greek,Independent,2.9,1 month
1791542,Kiranjeet Kaur,8,500+ AUD,820,Both,WA, 51 %- 80 %,Montenegrin,Organized,3.3,4- 6 month
2217936,Kiranjeet Kaur Dhaliwal,3,0 ~ 100 AUD,886,Online,VIC,31%-50%,Danish,Independent,2.6,2 - 3 month
2117710,Kiranjit Kaur Ranjit Singh,4,201 – 500 AUD,202,Both,VIC, 51 %- 80 %,Czech,Independent,4.3,Immediately
2117620,Kirsten Jacinta Morgan,4,201 – 500 AUD,892,Inperson,WA, 51 %- 80 %,Bengali,Organized,4.0,4- 6 month
1684817,Kirsty Ann Ross,9,0 ~ 100 AUD,500,Inperson,WA,>81%,Afrikaans,Independent,3.6,1 month
1467476,Kirtana Deshpande,11,201 – 500 AUD,476,Online,TAS,>81%,French,Independent,4.9,Immediately
1790989,Kirti  Sharma,8,0 ~ 100 AUD,820,Inperson,TAS, 51 %- 80 %,Pidgin,Organized,4.5,1 month
1065474,Kirtu Kc,15,500+ AUD,802,Online,NSW,>81%,Montenegrin,Organized,3.5,Immediately
9358514,Koji Matsuoka,32,201 – 500 AUD,988,Both,NSW,< 30%,German,Organized,4.8,2 - 3 month
1802544,Komal Karkra,7,500+ AUD,838,Online,NSW, 51 %- 80 %,Bengali,Independent,4.0,1 month
853554,Komal Khatiwada,17,201 – 500 AUD,189,Both,WA,31%-50%,Burmese,Organized,3.0,1 month
429276,Komathy Rajaratnam,21,101– 200 AUD,201,Both,VIC,31%-50%,Urdu,Independent,2.7,1 month
2117291,Kostya Kuzmin,4,0 ~ 100 AUD,176,Online,TAS,< 30%,Bosnian,Independent,4.5,Immediately
955242,Kourosh Momeni,16,101– 200 AUD,165,Both,NT,< 30%,Dutch,Independent,3.0,2 - 3 month
1807354,Kris Zhang,7,101– 200 AUD,401,Online,QLD,< 30%,Afrikaans,Organized,4.6,2 - 3 month
1280175,Krish Thhaker,13,201 – 500 AUD,410,Both,VIC,< 30%,Filipino,Independent,2.6,4- 6 month
320918,Krishna Prasad,22,0 ~ 100 AUD,165,Both,VIC, 51 %- 80 %,Chinese - Min,Organized,3.9,1 month
848942,Krishna Mann,17,101– 200 AUD,143,Online,NSW, 51 %- 80 %,Portuguese,Organized,4.4,1 month
1796701,Krishneel Shavn Ram,8,500+ AUD,576,Online,TAS, 51 %- 80 %,Amharic,Independent,3.8,Immediately
1793357,Kristi Georgeson,8,500+ AUD,117,Inperson,NT, 51 %- 80 %,Croatian,Independent,4.5,Immediately
1797960,Kristian Paul Pass,8,101– 200 AUD,790,Inperson,NSW, 51 %- 80 %,Spanish,Independent,4.9,1 month
1688519,Kristiana Ducaj,9,101– 200 AUD,977,Inperson,TAS,< 30%,Hungarian,Independent,3.4,Immediately
1068715,Kristie Louise Morgan,15,101– 200 AUD,201,Online,ACT,>81%,Chinese - Fukienese,Independent,3.1,4- 6 month
1277227,Kristin Louise Robson,13,500+ AUD,402,Online,ACT, 51 %- 80 %,Burmese,Independent,3.2,1 month
530627,Kristina Robyn Parnaby,20,0 ~ 100 AUD,202,Online,ACT,>81%,Pidgin,Organized,3.7,2 - 3 month
850693,Kristy Duncan,17,201 – 500 AUD,189,Inperson,TAS, 51 %- 80 %,Dari,Organized,3.7,1 month
960429,Kristy Leagh Darshan Dhari,16,500+ AUD,651,Online,NSW, 51 %- 80 %,Chinese - Mandarin,Organized,3.9,1 month
2218004,Krun hye Oh,3,0 ~ 100 AUD,101,Online,QLD, 51 %- 80 %,Farsi,Independent,4.0,4- 6 month
2217941,Krunal Vasantkumar Nayak,3,201 – 500 AUD,030,Both,TAS,< 30%,Chinese - Hokkien,Organized,4.0,2 - 3 month
1683470,Ksenia Vladimirovna Kamenskaya,9,0 ~ 100 AUD,808,Online,ACT, 51 %- 80 %,Montenegrin,Organized,3.1,1 month
2217730,Kshitij Malhotra,3,0 ~ 100 AUD,802,Both,TAS,>81%,Dutch,Organized,2.5,4- 6 month
1575620,Kuan-Hua  Lee,10,0 ~ 100 AUD,309,Both,ACT, 51 %- 80 %,Arabic,Organized,4.2,Immediately
960063,Kuldip Singh Nandra,16,0 ~ 100 AUD,570,Online,NT,31%-50%,Punjabi,Independent,3.6,Immediately
958590,Kultar Singh,16,201 – 500 AUD,402,Both,ACT,< 30%,Tamil,Organized,2.8,1 month
1795299,Kulvin Brar,8,101– 200 AUD,403,Online,SA,31%-50%,Montenegrin,Independent,3.8,2 - 3 month
1909408,KULWANT KAUR -,6,101– 200 AUD,444,Inperson,ACT, 51 %- 80 %,Fijian,Organized,3.5,2 - 3 month
1462224,Kulwinder Singh Grover,11,101– 200 AUD,19,Online,QLD,< 30%,Filipino,Organized,3.4,4- 6 month
1679452,Kulwinder Singh Thind,9,201 – 500 AUD,400,Online,ACT,< 30%,English,Organized,4.5,2 - 3 month
1802400,Kun Liao,7,500+ AUD,051,Both,QLD,31%-50%,Filipino,Organized,2.8,1 month
1803861,Kunal Verma,7,101– 200 AUD,491,Inperson,TAS,< 30%,Danish,Independent,3.9,Immediately
2217851,Kunal Taneja,3,500+ AUD,191,Both,SA,< 30%,Chinese - Hokkien,Independent,4.8,2 - 3 month
2217721,Kunal Uberoy,3,0 ~ 100 AUD,888,Both,WA,31%-50%,Korean,Independent,2.6,2 - 3 month
1678971,Kunal Sharma,9,0 ~ 100 AUD,445,Inperson,SA,>81%,Filipino,Organized,3.7,1 month
1792225,Kunal Janardan Patil,8,500+ AUD,500,Inperson,NSW,< 30%,Tagalog,Independent,3.1,1 month
1571757,Kunlu Wang,10,0 ~ 100 AUD,010,Both,ACT,31%-50%,Czech,Independent,4.1,1 month
1805190,Kunpeng Jia,7,500+ AUD,103,Inperson,ACT,< 30%,French,Independent,3.1,2 - 3 month
1797282,Kushal KC,8,101– 200 AUD,101,Online,ACT,31%-50%,Punjabi,Organized,2.9,4- 6 month
1684982,Kusum Chechi,9,500+ AUD,444,Inperson,NT,31%-50%,Khmer,Independent,4.2,2 - 3 month
1678375,Kwame Asamoah,9,101– 200 AUD,457,Both,TAS, 51 %- 80 %,Romanian,Independent,4.5,1 month
962638,Kwan Ying Mah,16,0 ~ 100 AUD,020,Online,TAS,31%-50%,Laotian,Independent,4.9,4- 6 month
201347,Kwok Yue Cheng,23,201 – 500 AUD,890,Inperson,VIC,>81%,Sinhalese,Independent,3.7,Immediately
2014471,Kyeongjin Lee,5,201 – 500 AUD,444,Inperson,WA, 51 %- 80 %,Chinese,Organized,4.3,4- 6 month
1574101,Kyle Hyounwoo Kim,10,0 ~ 100 AUD,050,Online,QLD,>81%,Cambodian,Organized,4.0,1 month
635303,Kylie Ellen Taylor,19,0 ~ 100 AUD,422,Inperson,QLD,< 30%,Filipino,Organized,4.6,Immediately
1387166,Kylie Rene Maxwell,12,201 – 500 AUD,856,Online,QLD,< 30%,Montenegrin,Organized,3.5,Immediately
429005,Kyung Hee Jeon,21,201 – 500 AUD,010,Inperson,WA, 51 %- 80 %,Greek,Independent,3.6,4- 6 month
9474375,Lachlan Robert McPhail,31,101– 200 AUD,116,Both,QLD,< 30%,English,Independent,2.9,4- 6 month
1386407,Lakmal Isuru Yapa,12,500+ AUD,427,Both,NSW,31%-50%,Farsi,Organized,4.4,4- 6 month
1800380,Lan Le,7,500+ AUD,421,Online,VIC,>81%,Danish,Organized,2.8,4- 6 month
635036,Lan Liu,19,0 ~ 100 AUD,117,Both,VIC,< 30%,Portuguese,Independent,3.3,2 - 3 month
1577822,Lan Thi Phuong Phan,10,101– 200 AUD,189,Online,TAS, 51 %- 80 %,Swedish,Organized,3.1,1 month
1685874,Lan Hoang,9,500+ AUD,155,Both,WA, 51 %- 80 %,Swedish,Organized,4.8,Immediately
1683792,Lan Oanh Huynh,9,201 – 500 AUD,500,Online,QLD,31%-50%,Romanian,Independent,3.9,1 month
9578049,Lana Hotimsky,30,0 ~ 100 AUD,572,Both,TAS,>81%,Croatian,Organized,4.0,2 - 3 month
9790067,Lance Clifford Fee,28,0 ~ 100 AUD,119,Inperson,QLD, 51 %- 80 %,Greek,Independent,4.1,1 month
1689216,Lani Barcillano Relleno,9,500+ AUD,495,Online,NT,31%-50%,Greek,Independent,3.1,1 month
848339,Lanlan Li,17,0 ~ 100 AUD,837,Online,QLD, 51 %- 80 %,Cambodian,Organized,2.9,1 month
848593,Lanning Yixuan Lan,17,0 ~ 100 AUD,160,Inperson,QLD, 51 %- 80 %,Gujarati,Independent,3.9,Immediately
1806633,Larisa-Georgiana Stoian,7,201 – 500 AUD,102,Both,NSW,< 30%,German,Independent,3.4,2 - 3 month
1383471,Latif Khaliq Jawadi,12,101– 200 AUD,851,Inperson,TAS,>81%,Laotian,Independent,3.6,4- 6 month
1175724,Latifa Al-Haouli,14,0 ~ 100 AUD,837,Online,VIC,31%-50%,Swahili,Independent,3.7,2 - 3 month
1382818,Laura Vizza,12,0 ~ 100 AUD,888,Inperson,QLD, 51 %- 80 %,Portuguese,Organized,3.2,Immediately
1569722,Laura Zorzi,10,101– 200 AUD,496,Inperson,NT,>81%,Khmer,Organized,4.0,2 - 3 month
801441,Lauraine Ann Roze,17,201 – 500 AUD,189,Both,NT,31%-50%,Hungarian,Independent,3.8,4- 6 month
955831,Lauren Nicole Mennie,16,201 – 500 AUD,864,Inperson,WA, 51 %- 80 %,Hungarian,Organized,3.6,1 month
957855,Lauren Kathleen Slack,16,201 – 500 AUD,192,Both,WA, 51 %- 80 %,Chinese - Mandarin,Independent,3.1,4- 6 month
1382983,Lauren Kim Acreman,12,500+ AUD,157,Inperson,WA,< 30%,Japanese,Organized,4.1,4- 6 month
960967,Lauren Mary McCreath,16,500+ AUD,423,Both,ACT,< 30%,Cambodian,Organized,3.3,4- 6 month
1798701,Laurence Song,8,500+ AUD,802,Inperson,VIC,31%-50%,Pidgin,Organized,2.6,4- 6 month
9794834,Laurence David Duncan,28,0 ~ 100 AUD,892,Both,TAS,< 30%,Serbian,Organized,3.6,Immediately
318250,Lawrence Patrick Markham,22,201 – 500 AUD,116,Online,NT,31%-50%,Albanian,Organized,2.8,Immediately
9359115,Lawrence Cheng,32,0 ~ 100 AUD,570,Online,TAS,< 30%,Bulgarian,Organized,4.2,2 - 3 month
9901113,Lawrence Trieu,26,500+ AUD,120,Inperson,TAS, 51 %- 80 %,Kiswahili,Independent,4.1,1 month
2318138,Lawrence Shyh Yuan Yong,2,101– 200 AUD,203,Online,QLD,>81%,French,Independent,5.0,4- 6 month
2217853,Laxmi Kayestha Twanabasu,3,201 – 500 AUD,102,Both,TAS,>81%,Lithuanian,Independent,3.2,Immediately
1688444,Lazar Petkantchin,9,201 – 500 AUD,462,Online,SA,< 30%,English,Independent,2.7,1 month
1791340,Le Anh Thu Tran,8,0 ~ 100 AUD,407,Both,ACT, 51 %- 80 %,Chinese - Hokkien,Independent,4.2,1 month
1687829,Le Khanh Van Tran,9,101– 200 AUD,837,Online,TAS,< 30%,Gujarati,Organized,3.8,4- 6 month
324021,Leanne Nicole Taylor,22,101– 200 AUD,575,Inperson,NT,31%-50%,Malayalam,Independent,3.9,4- 6 month
1684355,Leanne Kym Griffiths,9,0 ~ 100 AUD,160,Inperson,SA,>81%,Chinese,Organized,4.8,Immediately
1171279,Leanne Peta Stevens,14,0 ~ 100 AUD,888,Inperson,ACT,< 30%,Norwegian,Independent,2.6,1 month
2016039,Lee Paris,5,0 ~ 100 AUD,19,Both,NT, 51 %- 80 %,Chinese - Mandarin,Independent,3.6,1 month
850600,Lee Allen Courington,17,101– 200 AUD,573,Inperson,TAS,31%-50%,Farsi,Organized,2.6,2 - 3 month
1681432,Lee Hin Alexis Pang,9,201 – 500 AUD,132,Both,QLD,>81%,Norwegian,Independent,4.1,4- 6 month
320603,Leesa Michelle Swan,22,500+ AUD,790,Online,WA, 51 %- 80 %,Khmer,Independent,3.6,2 - 3 month
1797580,Lei Wang,8,500+ AUD,151,Online,ACT, 51 %- 80 %,Khmer,Independent,3.8,Immediately
1804099,Lei Lei,7,0 ~ 100 AUD,402,Both,TAS,31%-50%,Polish,Organized,4.3,2 - 3 month
1803532,Lei Su,7,0 ~ 100 AUD,202,Both,NSW,31%-50%,Bosnian,Organized,4.8,2 - 3 month
1807272,Lei Qian,7,101– 200 AUD,190,Inperson,SA,>81%,Czech,Independent,3.4,Immediately
2217968,Lei He,3,500+ AUD,423,Inperson,NSW,< 30%,Portuguese,Organized,3.4,2 - 3 month
1789497,Lei Wang,8,0 ~ 100 AUD,482,Online,TAS,31%-50%,Syriac,Independent,3.7,Immediately
1789815,Lei Zhao,8,500+ AUD,406,Both,NT,< 30%,Punjabi,Organized,3.1,Immediately
1790927,Lei Zhang,8,101– 200 AUD,857,Inperson,NSW,>81%,German,Organized,4.5,4- 6 month
1794047,Lei Sun,8,500+ AUD,496,Both,NT,>81%,Albanian,Independent,2.8,2 - 3 month
1174178,Leiara Marie Frances Ferrett,14,500+ AUD,189,Both,VIC,31%-50%,Gujarati,Independent,2.7,1 month
742514,Leigh Holland,18,101– 200 AUD,500,Inperson,VIC,>81%,Chinese,Organized,3.2,2 - 3 month
959160,Len Joseph Rego,16,201 – 500 AUD,988,Both,VIC,>81%,Hebrew,Independent,4.4,1 month
1803001,Lena El-Daghl,7,500+ AUD,602,Online,SA,< 30%,Macedonian,Organized,3.1,4- 6 month
9791257,Leo Ceniza,28,0 ~ 100 AUD,804,Inperson,SA, 51 %- 80 %,Czech,Independent,3.4,2 - 3 month
9793093,Leo Oostveen,28,0 ~ 100 AUD,892,Inperson,WA, 51 %- 80 %,French,Organized,3.0,4- 6 month
316147,Leonamedes Balane Bowey,22,101– 200 AUD,573,Both,SA, 51 %- 80 %,Malayalam,Organized,4.3,1 month
1571346,Leonard Jacob,10,101– 200 AUD,976,Online,NT,>81%,Serbian,Independent,5.0,2 - 3 month
849834,Leonid Feldman,17,0 ~ 100 AUD,855,Both,TAS,31%-50%,Laotian,Organized,2.7,Immediately
959766,Les Saretzki,16,101– 200 AUD,804,Inperson,WA,31%-50%,Bengali,Independent,3.5,4- 6 month
962518,Lesley Rebecca Ann Wilson,16,0 ~ 100 AUD,590,Online,SA,31%-50%,Chinese - Cantonese,Organized,3.5,2 - 3 month
1575644,Lesley Gillian Eckard,10,0 ~ 100 AUD,416,Inperson,ACT, 51 %- 80 %,Thai,Organized,4.7,Immediately
742045,Letitia Faryha de Lima,18,201 – 500 AUD,423,Inperson,NT,31%-50%,Ukrainian,Organized,3.0,Immediately
1574081,Lewis Shikuan Liu,10,500+ AUD,410,Both,QLD, 51 %- 80 %,Vietnamese,Independent,3.4,4- 6 month
1909977,Li Peng,6,101– 200 AUD,676,Online,SA, 51 %- 80 %,Swedish,Organized,4.5,1 month
1790,Li Lu Khoo,25,101– 200 AUD,942,Both,NT,31%-50%,Chinese - Fukienese,Organized,2.8,1 month
1170894,Li Wang,14,201 – 500 AUD,956,Online,ACT, 51 %- 80 %,Chinese - Min,Organized,2.5,4- 6 month
1171806,Li Chen,14,500+ AUD,155,Online,WA,>81%,Romanian,Organized,2.6,4- 6 month
1278075,Li Qin,13,0 ~ 100 AUD,203,Both,NSW, 51 %- 80 %,Dutch,Independent,4.1,2 - 3 month
854237,Li Jane Chang,17,0 ~ 100 AUD,489,Both,NT, 51 %- 80 %,Malayalam,Independent,4.3,4- 6 month
104178,Liana Justine Allan,24,0 ~ 100 AUD,407,Both,ACT,>81%,Chinese - Min,Organized,3.5,2 - 3 month
1800784,Liang Jiang,7,201 – 500 AUD,201,Inperson,NSW,31%-50%,English,Independent,3.9,1 month
1806448,Liang Zhang,7,500+ AUD,151,Inperson,SA,>81%,Italian,Organized,3.8,1 month
2217780,Liang Chen,3,0 ~ 100 AUD,186,Both,NSW,31%-50%,Vietnamese,Organized,4.5,1 month
2217961,Liang Li,3,500+ AUD,858,Online,WA,< 30%,Greek,Independent,3.1,1 month
1386205,Liang Zhao,12,101– 200 AUD,051,Inperson,SA, 51 %- 80 %,Croatian,Independent,3.4,Immediately
1795059,Liangxing Liu,8,500+ AUD,575,Online,TAS, 51 %- 80 %,Albanian,Organized,3.7,2 - 3 month
1686191,Lien Anh Sam,9,0 ~ 100 AUD,856,Both,NT,< 30%,Bosnian,Organized,4.0,2 - 3 month
960943,Lili Zhou,16,101– 200 AUD,864,Online,VIC,31%-50%,French,Independent,3.1,Immediately
1793768,Lili Qian,8,500+ AUD,406,Both,WA,< 30%,Korean,Organized,4.2,2 - 3 month
9791315,Lilian Lin Liu,28,101– 200 AUD,428,Online,NSW,31%-50%,Syriac,Independent,4.9,1 month
1543,Liliana Ljubicic,25,0 ~ 100 AUD,204,Both,ACT,< 30%,Korean,Independent,4.3,2 - 3 month
958709,Lilly Yali Shi,16,201 – 500 AUD,151,Online,SA,>81%,Kurdish,Independent,4.6,1 month
960176,Lilly Vouch Chour,16,101– 200 AUD,422,Inperson,ACT,< 30%,Persian,Independent,3.0,4- 6 month
103351,Lily Susanty,24,101– 200 AUD,175,Inperson,NSW,31%-50%,Afrikaans,Independent,3.8,1 month
214233,Lily Ng,23,201 – 500 AUD,400,Online,SA,>81%,Romanian,Organized,3.6,1 month
1678440,Lily Yonathan,9,0 ~ 100 AUD,202,Inperson,TAS,>81%,Sinhalese,Organized,2.6,1 month
744576,Limin Gu,18,201 – 500 AUD,117,Online,QLD, 51 %- 80 %,French,Organized,2.6,2 - 3 month
1799446,Lin Zhu,8,0 ~ 100 AUD,428,Inperson,NSW,>81%,Amharic,Independent,4.6,4- 6 month
1805796,Lin Lin,7,201 – 500 AUD,475,Both,TAS,31%-50%,Portuguese,Organized,4.0,Immediately
1909504,Lin Jiang,6,201 – 500 AUD,101,Inperson,TAS,31%-50%,Dari,Independent,4.2,Immediately
